name,manufacturer,price,series,microarchitecture,coreFamily,socket,coreCount,threadCount,baseClockGHz,boostClockGHz,l2CacheMBs,l3CacheMBs,tdpWatts,integratedGraphics,memoryMaxGBs,supportsEcc,includesCooler,hasSmt,smtType,URL
Intel Core i5-7600T,Intel,N/A,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA1151,4,4,2.8,3.7,1 MB,6 MB,35,Intel HD Graphics 630,64 GB,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/fjKhP6/intel-core-i5-7600t-28ghz-quad-core-processor-bxc80677i57600t
Intel Core i7-7700T,Intel,N/A,Intel Core i7,Kaby Lake,Kaby Lake-S,LGA1151,4,8,2.9,3.8,1 MB,8 MB,35,Intel HD Graphics 630,64 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/MgNypg/intel-core-i7-7700t-29ghz-quad-core-processor-bxc80677i77700t
Intel Core i7-7740X,Intel,N/A,Intel Core i7,Kaby Lake,Kaby Lake-X,LGA2066,4,8,4.3,4.5,1 MB,8 MB,112,None,64 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/3cX2FT/intel-core-i7-7740x-43ghz-quad-core-processor-bxc80677i77740x
AMD A8-7670K,AMD,N/A,AMD A8,Steamroller,Godavari,FM2+,4,4,3.6,3.9,4 MB,0 MB,95,Radeon R7 (on-die),N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/y2mxFT/amd-a8-7670k-36ghz-quad-core-processor-ad767kxbjcsbx
Intel Xeon E3-1225 V6,Intel,$355.29 ,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,4,3.3,3.7,1 MB,8 MB,73,Intel HD Graphics P630,64 GB,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/XBwqqs/intel-xeon-e3-1225-v6-33ghz-quad-core-processor-bx80677e31225v6
Intel Xeon E3-1225 V6,Intel,$369.95+,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,4,3.3,3.7,1 MB,8 MB,73,Intel HD Graphics P630,64 GB,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/hrTrxr/intel-xeon-e3-1225-v6-33ghz-quad-core-oemtray-processor-cm8067702871024
AMD A6-9550,AMD,N/A,AMD A6,Excavator,Bristol Ridge,AM4,2,2,3.8,4,1 MB,0 MB,65,Radeon R5 (on die),N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/TTdFf7/amd-a6-9550-38ghz-dual-core-processor-ad9550agabbox
AMD Athlon X4 940,AMD,N/A,AMD Athlon X4,Excavator,Bristol Ridge,AM4,4,4,3.2,3.6,2 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/Z3VBD3/amd-athlon-x4-940-32ghz-quad-core-oemtray-processor-ad940xagm44ab
Intel Core i5-3550S,Intel,N/A,Intel Core i5,Ivy Bridge,Ivy Bridge,LGA1155,4,4,3,3.7,1 MB,6 MB,65,Intel HD Graphics 2500,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/sMPfrH/intel-core-i5-3550s-30ghz-quad-core-oemtray-processor-cm8063701095203
Intel Core i7-870S,Intel,N/A,Intel Core i7,Nehalem,Lynnfield,LGA1156,4,8,2.667,N/A,1 MB,8 MB,82,None,16 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/7Gkj4D/intel-core-i7-870s-267ghz-quad-core-processor-bx80605i7870s
Intel Pentium Gold G5600,Intel,N/A,Intel Pentium Gold,Coffee Lake,Coffee Lake,LGA1151,2,4,3.9,N/A,0.5 MB,4 MB,54,Intel UHD Graphics 630,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/9PgzK8/intel-pentium-gold-g5600-39ghz-dual-core-oemtray-processor-cm8068403377513
Intel Pentium Gold G5500T,Intel,N/A,Intel Pentium Gold,Coffee Lake,Coffee Lake,LGA1151,2,4,3.2,N/A,0.5 MB,4 MB,35,Intel UHD Graphics 630,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/zBhKHx/intel-pentium-gold-g5500t-32ghz-dual-core-oemtray-processor-cm8068403377713
Intel Xeon E5-2665,Intel,N/A,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,16,2.4,3.1,2 MB,20 MB,115,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/CHm323/intel-xeon-e5-2665-24-ghz-8-core-oemtray-processor-cm8062101143101
Intel Xeon E5-2660,Intel,N/A,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,16,2.2,3,2 MB,20 MB,95,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/PZbwrH/intel-xeon-e5-2660-22-ghz-8-core-oemtray-processor-sr0gz
Intel Xeon E5-2660,Intel,N/A,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,16,2.2,3,2 MB,20 MB,95,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/JcDJ7P/intel-xeon-e5-2660-22-ghz-8-core-oemtray-processor-sr0kk
Intel Core i3-9320,Intel,N/A,Intel Core i3,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,4,4,3.7,4.4,1 MB,8 MB,62,None,64 GB,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/qp9tt6/intel-core-i3-9320-37-ghz-quad-core-processor-bx80684i39320
Intel Core i3-9320,Intel,N/A,Intel Core i3,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,4,4,3.7,4.4,1 MB,8 MB,62,None,64 GB,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/gttKHx/intel-core-i3-9320-37-ghz-quad-core-oemtray-processor-cm8068403376914
Intel Core i3-9350K,Intel,N/A,Intel Core i3,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,4,4,4,4.6,1 MB,8 MB,91,Intel HD Graphics 630,64 GB,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/3ypmP6/intel-core-i3-9350k-4-ghz-quad-core-oemtray-processor-cm8068403376821
Intel Xeon E-2146G,Intel,N/A,Intel Xeon E,Coffee Lake,Coffee Lake,LGA1151,6,12,3.5,4.5,1.5 MB,12 MB,80,Intel HD Graphics P630,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/nHGnTW/intel-xeon-e-2146g-35-thz-6-core-oemtray-processor-cm8068403380116
Intel Pentium G3240,Intel,N/A,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,2,3.1,N/A,0.5 MB,3 MB,53,Intel HD Graphics,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/VxH8TW/intel-pentium-g3240-31-ghz-dual-core-oemtray-processor-cm8064601562018
Intel Core 2 Duo E6550,Intel,N/A,Intel Core 2 Duo,Core,Conroe,LGA775,2,2,2.33,N/A,4 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/b3JwrH/intel-cpu-bx80557e6550
Intel Celeron G3950,Intel,N/A,Intel Celeron,Kaby Lake,Kaby Lake-S,LGA1151,2,2,3,N/A,0.5 MB,2 MB,51,Intel HD Graphics 610,64 GB,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/Ytqbt6/intel-celeron-g3950-30ghz-dual-core-oemtray-processor-cm8067703015716
AMD Athlon II X2 245,AMD,N/A,AMD Athlon II X2,K10,Regor,AM3,2,2,2.9,N/A,2 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/ynV48d/amd-cpu-adx245ocgqbox
AMD Athlon II X2 255,AMD,N/A,AMD Athlon II X2,K10,Regor,AM3,2,2,3.1,N/A,2 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/PpvRsY/amd-cpu-adx255ocgqbox
AMD Athlon II X2 260,AMD,N/A,AMD Athlon II X2,K10,Regor,AM3,2,2,3.2,N/A,2 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/J3JwrH/amd-cpu-adx260ocgmbox
AMD Athlon II X3 425,AMD,N/A,AMD Athlon II X3,K10,Rana,AM3,3,3,2.7,N/A,1.5 MB,0 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/Hmzv6h/amd-cpu-adx425wfgibox
AMD Athlon II X3 435,AMD,N/A,AMD Athlon II X3,K10,Rana,AM3,3,3,2.9,N/A,1.5 MB,0 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/Kt2kcf/amd-cpu-adx435wfgmbox
AMD Athlon II X3 440,AMD,N/A,AMD Athlon II X3,K10,Rana,AM3,3,3,3,N/A,1.5 MB,0 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/QHFPxr/amd-cpu-adx440wfgibox
AMD Phenom II X3 710,AMD,N/A,AMD Phenom II X3,K10,Heka,AM3,3,3,2.6,N/A,1.5 MB,6 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/6HFPxr/amd-cpu-hdx710wfgibox
AMD Phenom II X4 910,AMD,N/A,AMD Phenom II X4,K10,Deneb,AM3,4,4,2.6,N/A,2 MB,6 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/TyNp99/amd-cpu-hdx910wfgibox
AMD Phenom II X4 925,AMD,N/A,AMD Phenom II X4,K10,Deneb,AM3,4,4,2.8,N/A,2 MB,6 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/4bYXsY/amd-cpu-hdx925wfgmbox
AMD Phenom II X4 945,AMD,N/A,AMD Phenom II X4,K10,Deneb,AM3,4,4,3,N/A,2 MB,6 MB,125,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/nDvRsY/amd-cpu-hdx945wfgibox
AMD Athlon II X3 400e,AMD,N/A,AMD Athlon II X3,K10,Rana,AM3,3,3,2.2,N/A,1.5 MB,0 MB,45,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/yCQypg/amd-cpu-ad400ehdgibox
AMD Athlon II X3 405e,AMD,N/A,AMD Athlon II X3,K10,Rana,AM3,3,3,2.3,N/A,1.5 MB,0 MB,45,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/dRtCmG/amd-cpu-ad405ehdgibox
AMD Athlon II X3 405e,AMD,N/A,AMD Athlon II X3,K10,Rana,AM3,3,3,2.3,N/A,1.5 MB,0 MB,45,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/Pr8Zxr/amd-cpu-ad405ehdgmbox
AMD Athlon II X3 415e,AMD,N/A,AMD Athlon II X3,K10,Rana,AM3,3,3,2.5,N/A,1.5 MB,0 MB,45,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/Jr8Zxr/amd-cpu-ad415ehdgmbox
AMD Athlon II X4 605e,AMD,N/A,AMD Athlon II X4,K10,Propus,AM3,4,4,2.3,N/A,2 MB,0 MB,45,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/XcsKHx/amd-cpu-ad605ehdgibox
AMD Athlon II X4 610e,AMD,N/A,AMD Athlon II X4,K10,Propus,AM3,4,4,2.4,N/A,2 MB,0 MB,45,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/hHFPxr/amd-cpu-ad610edgmbox
AMD Phenom II X4 955 Black,AMD,N/A,AMD Phenom II X4,K10,Deneb,AM3,4,4,3.2,N/A,2 MB,6 MB,125,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/QJdqqs/amd-cpu-hdz955fbgibox
Intel Celeron E1500,Intel,N/A,Intel Celeron,Core,Conroe,LGA775,2,2,2.2,N/A,0.5 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/8V8Zxr/intel-cpu-bx80557e1500
Intel Celeron E1600,Intel,N/A,Intel Celeron,Core,Conroe,LGA775,2,2,2.4,N/A,0.5 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/kNV48d/intel-cpu-bx80557e1600
Intel Celeron E1600,Intel,N/A,Intel Celeron,Core,Conroe,LGA775,2,2,2.4,N/A,0.5 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/rkZQzy/intel-cpu-hh80557pg056d
Intel Pentium E2160,Intel,N/A,Intel Pentium,Core,Conroe,LGA775,2,2,1.8,N/A,1 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/jzrG3C/intel-cpu-bx80557e2160r
Intel Pentium E2180,Intel,N/A,Intel Pentium,Core,Conroe,LGA775,2,2,2,N/A,1 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/BKTmP6/intel-cpu-80557e2180
Intel Pentium E2180,Intel,N/A,Intel Pentium,Core,Conroe,LGA775,2,2,2,N/A,1 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/ZMH323/intel-cpu-hh80557pg0411m
Intel Pentium E2200,Intel,N/A,Intel Pentium,Core,Conroe,LGA775,2,2,2.2,N/A,1 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/47bp99/intel-pentium-e2200-22-ghz-dual-core-oemtray-processor-hh80557pg0491m
Intel Core 2 Duo E4400,Intel,N/A,Intel Core 2 Duo,Core,Conroe,LGA775,2,2,2,N/A,2 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/dkZQzy/intel-cpu-hh80557pg0412m
Intel Core 2 Duo E4500,Intel,N/A,Intel Core 2 Duo,Core,Conroe,LGA775,2,2,2.2,N/A,2 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/JLNp99/intel-cpu-hh80557pg0492m
Intel Pentium E5400,Intel,N/A,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2,2.7,N/A,2 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/g6fp99/intel-cpu-at80571pg0682m
Intel Pentium E5400,Intel,N/A,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2,2.7,N/A,2 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/qvGkcf/intel-cpu-at80571pg0682ml
Intel Pentium E6300,Intel,N/A,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2,2.8,N/A,2 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/FjMFf7/intel-cpu-at80571ph0722ml
Intel Core 2 Duo E6400,Intel,N/A,Intel Core 2 Duo,Core,Conroe,LGA775,2,2,2.13,N/A,2 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/7V8Zxr/intel-cpu-bx805576400
Intel Core 2 Duo E6550,Intel,N/A,Intel Core 2 Duo,Core,Conroe,LGA775,2,2,2.33,N/A,4 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/WkZQzy/intel-cpu-bx80557e6550r
Intel Pentium E6600,Intel,N/A,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2,3.06,N/A,2 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/jTfp99/intel-cpu-at80571ph0832ml
Intel Core 2 Duo E6700,Intel,N/A,Intel Core 2 Duo,Core,Conroe,LGA775,2,2,2.66,N/A,4 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/TKTmP6/intel-cpu-bx805576700
Intel Core 2 Duo E6750,Intel,N/A,Intel Core 2 Duo,Core,Conroe,LGA775,2,2,2.66,N/A,4 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/4zrG3C/intel-cpu-bx80557e6750
Intel Core 2 Duo E7200,Intel,N/A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,2.53,N/A,3 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/GQQypg/intel-cpu-eu80571ph0613m
Intel Core 2 Duo E7300,Intel,N/A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,2.66,N/A,3 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/Ms7wrH/intel-cpu-bx80571e7300
Intel Core 2 Duo E7300,Intel,N/A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,2.66,N/A,3 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/wWsKHx/intel-cpu-eu80571ph0673m
Intel Core 2 Duo E7400,Intel,N/A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,2.8,N/A,3 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/CTfp99/intel-cpu-at80571ph0723ml
Intel Core 2 Duo E7500,Intel,N/A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,2.93,N/A,3 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/sTfp99/intel-cpu-at80571ph0773m
Intel Core 2 Duo E7500,Intel,N/A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,2.93,N/A,3 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/yhXfrH/intel-cpu-at80571ph0773ml
Intel Core 2 Duo E8190,Intel,N/A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,2.66,N/A,6 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/vr8Zxr/intel-cpu-eu80570pj0676mn
Intel Core 2 Duo E8200,Intel,N/A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,2.66,N/A,6 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/hfLypg/intel-cpu-bx80570e8200a
Intel Core 2 Duo E8200,Intel,N/A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,2.66,N/A,6 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/HcsKHx/intel-cpu-eu80570pj0676m
Intel Core 2 Duo E8500,Intel,N/A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2,3.16,N/A,6 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/37bp99/intel-cpu-bx80570e8500a
Intel Core i5-750S,Intel,N/A,Intel Core i5,Nehalem,Lynnfield,LGA1156,4,4,2.4,N/A,1 MB,8 MB,82,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/c8ckcf/intel-cpu-bv80605003213ah
Intel Core i7-860S,Intel,N/A,Intel Core i7,Nehalem,Lynnfield,LGA1156,4,8,2.53,N/A,1 MB,8 MB,82,None,N/A,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/PZmLrH/intel-cpu-bv80605003210ad
Intel Core i7-940,Intel,N/A,Intel Core i7,Nehalem,Bloomfield,LGA1366,4,8,2.93,N/A,1 MB,8 MB,130,None,N/A,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/KvGkcf/intel-cpu-at80601000921aa
Intel Core 2 Quad Q6700,Intel,N/A,Intel Core 2 Quad,Core,Kentsfield,LGA775,4,4,2.66,N/A,8 MB,0 MB,100,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/Wgfp99/intel-cpu-hh80562ph0678mk
Intel Core 2 Quad Q8200,Intel,N/A,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,4,2.33,N/A,4 MB,0 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/6GFPxr/intel-cpu-at80580pj0534mn
Intel Core 2 Quad Q8200,Intel,N/A,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,4,2.33,N/A,4 MB,0 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/zJdqqs/intel-cpu-eu80580pj0534mn
Intel Core 2 Quad Q8200S,Intel,N/A,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,4,2.33,N/A,4 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/BX7wrH/intel-cpu-at80580aj0534mn
Intel Core 2 Quad Q8300,Intel,N/A,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,4,2.5,N/A,4 MB,0 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/4HFPxr/intel-cpu-bx80580q8300
Intel Core 2 Quad Q8400S,Intel,N/A,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,4,2.66,N/A,4 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/N8ckcf/intel-cpu-at80580aj0674ml
Intel Core 2 Quad Q9400,Intel,N/A,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,4,2.66,N/A,6 MB,0 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/wLNp99/intel-cpu-at80580pj0676m
Intel Core 2 Quad Q9400S,Intel,N/A,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,4,2.66,N/A,6 MB,0 MB,65,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/C7bp99/intel-cpu-at80580aj0676m
Intel Core 2 Quad Q9450,Intel,N/A,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,4,2.66,N/A,12 MB,0 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/y6fp99/intel-cpu-eu80569pj067n
Intel Core 2 Extreme QX6700,Intel,N/A,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,4,2.66,N/A,8 MB,0 MB,100,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/KzrG3C/intel-cpu-hh80562ph0678m
Intel Core 2 Extreme QX6800,Intel,N/A,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,4,2.93,N/A,8 MB,0 MB,100,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/F7bp99/intel-cpu-bx8056qx6800
Intel Core 2 Extreme QX6800,Intel,N/A,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,4,2.93,N/A,8 MB,0 MB,100,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/3r8Zxr/intel-cpu-hh80562ph0778m
Intel Core 2 Extreme QX6800,Intel,N/A,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,4,2.93,N/A,8 MB,0 MB,100,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/RDvRsY/intel-cpu-hh80562xh0778m
Intel Core 2 Extreme QX6850,Intel,N/A,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,4,3,N/A,8 MB,0 MB,130,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/7KTmP6/intel-cpu-hh80562xj0808m
Intel Core 2 Extreme QX9650,Intel,N/A,Intel Core 2 Extreme,Yorkfield,Yorkfield,LGA775,4,4,3,N/A,12 MB,0 MB,130,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/mbYXsY/intel-cpu-eu80569xj080nl
Intel Core 2 Extreme QX9775,Intel,N/A,Intel Core 2 Extreme,Yorkfield,Yorkfield,LGA771,4,4,3.2,N/A,12 MB,0 MB,150,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/2X7wrH/intel-cpu-bx80574qx9775p
Intel Core 2 Extreme QX9775,Intel,N/A,Intel Core 2 Extreme,Yorkfield,Yorkfield,LGA771,4,4,3.2,N/A,12 MB,0 MB,150,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/b7bp99/intel-cpu-eu80574xl088n
Intel Core 2 Extreme X6800,Intel,N/A,Intel Core 2 Extreme,Core,Conroe,LGA775,2,2,2.93,N/A,4 MB,0 MB,75,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/T2DwrH/intel-cpu-hh80557ph0774m
AMD Athlon II X4 630,AMD,N/A,AMD Athlon II X4,K10,Propus,AM3,4,4,2.8,N/A,2 MB,0 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/Pbg323/amd-cpu-adx630wfk42gi
AMD Phenom II X6 1075T,AMD,N/A,AMD Phenom II X6,K10,Thuban,AM3,6,6,3,N/A,3 MB,6 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/cxJwrH/amd-cpu-hdt75tfbgrbox
AMD Athlon II X2 265,AMD,N/A,AMD Athlon II X2,K10,Regor,AM3,2,2,3.2,N/A,2 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/4dV48d/amd-cpu-adx265ocgmbox
AMD Phenom II X4 830,AMD,N/A,AMD Phenom II X4,K10,Deneb,AM3,4,4,2.8,N/A,2 MB,6 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/qLR48d/amd-cpu-hdx830wfk4dgm
AMD Athlon II X2 245,AMD,N/A,AMD Athlon II X2,K10,Regor,AM3,2,2,2.9,N/A,2 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/9TkD4D/amd-cpu-adx245ocgmbox
AMD Athlon II X4 635,AMD,N/A,AMD Athlon II X4,K10,Propus,AM3,4,4,2.9,N/A,2 MB,0 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/ckQypg/amd-cpu-adx635wfk42gm
AMD Sempron 130,AMD,N/A,AMD Sempron,K10,Sargas,AM3,1,1,2.6,N/A,0.5 MB,0 MB,45,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/gLQypg/amd-cpu-sdx130hbk12gm
Intel Pentium G620T,Intel,N/A,Intel Pentium,Sandy Bridge,Sandy Bridge,LGA1155,2,2,2.2,N/A,0.5 MB,3 MB,35,Intel HD Graphics,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/czV48d/intel-cpu-bx80623g620t
AMD Phenom II X4 975,AMD,N/A,AMD Phenom II X4,K10,Deneb,AM3,4,4,3.6,N/A,2 MB,6 MB,125,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/X2dqqs/amd-cpu-hdz975fbk4dgm
AMD A6-3650,AMD,N/A,AMD A6,Lynx,Llano,FM1,4,4,2.6,N/A,4 MB,0 MB,100,Radeon HD 6530D,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/Ns2kcf/amd-cpu-ad3650wnz43gx
Intel Pentium G870,Intel,N/A,Intel Pentium,Sandy Bridge,Sandy Bridge,LGA1155,2,2,3.1,N/A,0.5 MB,3 MB,65,Intel HD Graphics,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/PFjG3C/intel-cpu-bx80623g870
