name,price,manufacturer,formFactorInches,interfaceType,sizeTBs,RPM,cache,URL
Seagate Exos 7E8 512e,N/A,Seagate,3.5,SATA 6.0 Gb/s,4,7200,256,https://pcpartpicker.com/product/jzVmP6/seagate-exos-7e8-512e-4-tb-35-7200rpm-internal-hard-drive-st4000nm012a
Seagate Exos X18,N/A,Seagate,3.5,SAS 12.0 Gb/s,18,7200,256,https://pcpartpicker.com/product/BKt9TW/seagate-exos-x18-18-tb-35-7200rpm-internal-hard-drive-st18000nm007j
Seagate Exos X18,N/A,Seagate,3.5,SAS 12.0 Gb/s,16,7200,256,https://pcpartpicker.com/product/ZMWzK8/seagate-exos-x18-16-tb-35-7200rpm-internal-hard-drive-st16000nm007j
Seagate Exos X16,N/A,Seagate,3.5,SATA 6.0 Gb/s,14,7200,256,https://pcpartpicker.com/product/GpH7YJ/seagate-exos-x16-14-tb-35-7200rpm-internal-hard-drive-st14000nm010g
Western Digital Xe,N/A,Western Digital,3.5,SAS 6.0 Gb/s,0.3,10000,32,https://pcpartpicker.com/product/4CGkcf/western-digital-internal-hard-drive-wd3001hkhg
Seagate Constellation.2,N/A,Seagate,2.5,SAS 6.0 Gb/s,1,7200,64,https://pcpartpicker.com/product/8z4gXL/seagate-internal-hard-drive-st91000641ss
Hitachi 5K100,N/A,Hitachi,2.5,SATA 6.0 Gb/s,0.64,5400,8,https://pcpartpicker.com/product/gwR48d/hitachi-internal-hard-drive-0j22411
Hitachi E5K500.B,N/A,Hitachi,2.5,SATA 3.0 Gb/s,0.16,5400,8,https://pcpartpicker.com/product/Whckcf/hitachi-internal-hard-drive-0a70391
Western Digital Ultrastar DC HC550,N/A,Western Digital,3.5,SAS 12.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/jtD7YJ/western-digital-ultrastar-dc-hc550-16-tb-35-7200rpm-internal-hard-drive-0f38356
Western Digital Ultrastar DC HC550,N/A,Western Digital,3.5,SAS 12.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/Bw4Ycf/western-digital-ultrastar-dc-hc550-16-tb-35-7200rpm-internal-hard-drive-0f38358
Western Digital Ultrastar DC HC550,N/A,Western Digital,3.5,SAS 12.0 Gb/s,18,7200,512,https://pcpartpicker.com/product/ZtD7YJ/western-digital-ultrastar-dc-hc550-18-tb-35-7200rpm-internal-hard-drive-0f38352
Western Digital Ultrastar DC HC550,N/A,Western Digital,3.5,SAS 12.0 Gb/s,18,7200,512,https://pcpartpicker.com/product/4ynypg/western-digital-ultrastar-dc-hc550-18-tb-35-7200rpm-internal-hard-drive-0f38354
Toshiba MQ01ABD075 dup,N/A,Toshiba,2.5,SATA 3.0 Gb/s,0.75,5400,8,https://pcpartpicker.com/product/BwTmP6/toshiba-internal-hard-drive-mq01abd075dup
Toshiba N300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,N/A,https://pcpartpicker.com/product/TkpzK8/toshiba-n300-6-tb-35-7200rpm-internal-hard-drive-hdwg460ezsta
Axiom HD32072S-AX,N/A,Axiom,3.5,SATA 3.0 Gb/s,0.32,7200,N/A,https://pcpartpicker.com/product/xD6BD3/axiom-internal-hard-drive-hd32072sax
Seagate Momentus Thin,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.32,7200,16,https://pcpartpicker.com/product/yBCwrH/seagate-internal-hard-drive-st320lt009
Hitachi 7K500,N/A,Hitachi,2.5,SATA 3.0 Gb/s,0.16,7200,16,https://pcpartpicker.com/product/MLR48d/hitachi-internal-hard-drive-0a72331
Toshiba N300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,14,7200,N/A,https://pcpartpicker.com/product/kQrRsY/toshiba-n300-14-tb-35-7200rpm-internal-hard-drive-hdwg31eezsta
Toshiba N300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,14,7200,N/A,https://pcpartpicker.com/product/2sD7YJ/toshiba-n300-14-tb-35-7200rpm-internal-hard-drive-hdwg21eezsta
Toshiba N300,$499.00 ,Toshiba,3.5,SATA 6.0 Gb/s,14,7200,N/A,https://pcpartpicker.com/product/bPZ9TW/toshiba-n300-14-tb-35-7200rpm-internal-hard-drive-hdwg21euzsva
Toshiba N300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,10,7200,N/A,https://pcpartpicker.com/product/jrNxFT/toshiba-n300-10-tb-35-7200rpm-internal-hard-drive-hdwg11aezsta
Toshiba N300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,8,7200,N/A,https://pcpartpicker.com/product/BBkWGX/toshiba-n300-8-tb-35-7200rpm-internal-hard-drive-hdwg480ezsta
Toshiba N300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,N/A,https://pcpartpicker.com/product/ZbbTwP/toshiba-n300-6-tb-35-7200rpm-internal-hard-drive-hdwg460uzsva
Toshiba N300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,4,7200,N/A,https://pcpartpicker.com/product/YD92FT/toshiba-n300-4-tb-35-7200rpm-internal-hard-drive-hdwg440ezsta
Toshiba N300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,4,7200,N/A,https://pcpartpicker.com/product/4L3gXL/toshiba-n300-4-tb-35-7200rpm-internal-hard-drive-hdwg440uzsva
Toshiba N300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/nR7G3C/toshiba-n300-6-tb-35-7200rpm-internal-hard-drive-hdwg160uzsva
Toshiba S300 Pro,N/A,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/MWFbt6/toshiba-s300-pro-6-tb-35-7200rpm-internal-hard-drive-hdwt360uzsva
Toshiba S300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,5,7200,128,https://pcpartpicker.com/product/w4cG3C/toshiba-s300-5-tb-35-7200rpm-internal-hard-drive-hdwt150uzsva
Toshiba S300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,1,5700,64,https://pcpartpicker.com/product/hzQcCJ/toshiba-s300-1-tb-35-5700rpm-internal-hard-drive-hdwv110uzsva
Axiom 0A89478-AX,N/A,Axiom,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/WGsKHx/axiom-internal-hard-drive-0a89478ax
Western Digital WDBMMA0020HNC-NRSN,N/A,Western Digital,3.5,SATA 6.0 Gb/s,2,5400,64,https://pcpartpicker.com/product/WJ6BD3/western-digital-internal-hard-drive-wdbmma0020hncnrsn
Western Digital WDBMYH3200ANC-NRSN,N/A,Western Digital,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/6NK7YJ/western-digital-internal-hard-drive-wdbmyh3200ancnrsn
Hitachi LYSB00TQ7YJ4G-ELECTRNCS,N/A,Hitachi,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/DqRFf7/hitachi-2tb-35-7200rpm-internal-hard-drive-lysb00tq7yj4g-electrncs
Seagate Savvio 10K.5,$436.14 ,Seagate,2.5,SAS 6.0 Gb/s,0.6,10000,64,https://pcpartpicker.com/product/fx4gXL/seagate-internal-hard-drive-st9600005ss
Hitachi 7K1000.C,N/A,Hitachi,3.5,SATA 3.0 Gb/s,0.16,7200,8,https://pcpartpicker.com/product/zzTmP6/hitachi-internal-hard-drive-0a39261
Hitachi 0G02001,N/A,Hitachi,3.5,SATA 6.0 Gb/s,3,7200,32,https://pcpartpicker.com/product/8x4gXL/hitachi-internal-hard-drive-0g02001
Toshiba MQ01ABC150,N/A,Toshiba,2.5,SAS 3.0 Gb/s,1.5,5400,8,https://pcpartpicker.com/product/kzqdnQ/toshiba-internal-hard-drive-mq01abc150
Hitachi H3IK40003272SW,N/A,Hitachi,3.5,SATA 6.0 Gb/s,4,7200,64,https://pcpartpicker.com/product/QWkD4D/hitachi-internal-hard-drive-h3ik40003272sw
Toshiba X300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/bZmxFT/toshiba-x300-4tb-35-7200rpm-internal-hard-drive-hdwe140ezsta
Seagate BarraCuda,N/A,Seagate,3.5,SATA 6.0 Gb/s,0.16,7200,8,https://pcpartpicker.com/product/djV48d/seagate-internal-hard-drive-st3160316as
Seagate SV35,N/A,Seagate,3.5,SATA 6.0 Gb/s,1,7200,32,https://pcpartpicker.com/product/YPBv6h/seagate-internal-hard-drive-st31000526sv
Western Digital Caviar GP,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.32,5400,16,https://pcpartpicker.com/product/jXw323/western-digital-internal-hard-drive-wd3200aacs
Hitachi Deskstar,N/A,Hitachi,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/ycDwrH/hitachi-internal-hard-drive-0s03086
Toshiba P000539200,N/A,Toshiba,2.5,SATA 3.0 Gb/s,0.64,5400,16,https://pcpartpicker.com/product/42h9TW/toshiba-internal-hard-drive-p000539200
Seagate Constellation ES,N/A,Seagate,3.5,SAS 6.0 Gb/s,0.5,7200,64,https://pcpartpicker.com/product/Mrdqqs/seagate-internal-hard-drive-st500nm0041
Toshiba N300 Pro,N/A,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/rhXJ7P/toshiba-n300-pro-6-tb-35-7200rpm-internal-hard-drive-hdwg460xzstb
Lenovo 0C19495,N/A,Lenovo,2.5,SATA 6.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/bZ6BD3/lenovo-internal-hard-drive-0c19495
Lenovo 0C19494,N/A,Lenovo,2.5,SAS 6.0 Gb/s,0.3,15000,32,https://pcpartpicker.com/product/W7mLrH/lenovo-internal-hard-drive-0c19494
Toshiba S300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,5,5400,128,https://pcpartpicker.com/product/ZkhKHx/toshiba-s300-5-tb-35-5400rpm-internal-hard-drive-hdwt150uzsvar
Lenovo 4N40A33711,N/A,Lenovo,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/nGsKHx/lenovo-internal-hard-drive-4n40a33711
Hitachi Ultrastar C10K900,N/A,Hitachi,2.5,SAS 6.0 Gb/s,0.6,10000,64,https://pcpartpicker.com/product/KFJwrH/hitachi-internal-hard-drive-huc109060css6000b26013
Hitachi Ultrastar C10K900,N/A,Hitachi,2.5,SAS 6.0 Gb/s,0.9,10000,64,https://pcpartpicker.com/product/QjjG3C/hitachi-internal-hard-drive-huc109090css6000b26014
Hitachi H3IK30003254SW,N/A,Hitachi,3.5,SATA 6.0 Gb/s,3,5400,32,https://pcpartpicker.com/product/wcDwrH/hitachi-internal-hard-drive-h3ik30003254sw0s03230
Seagate Constellation ES,N/A,Seagate,3.5,SAS 6.0 Gb/s,2,7200,16,https://pcpartpicker.com/product/tnR48d/seagate-internal-hard-drive-st32000445ss
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 3.0 Gb/s,3,5400,64,https://pcpartpicker.com/product/7RmLrH/western-digital-internal-hard-drive-wd30ezrsdtlsp
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 3.0 Gb/s,2.5,5400,64,https://pcpartpicker.com/product/mDR48d/western-digital-internal-hard-drive-wd25ezrsdtl
Seagate Enterprise Capacity,N/A,Seagate,3.5,SAS 12.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/XF7v6h/seagate-enterprise-capacity-8-tb-35-7200rpm-internal-hard-drive-st8000nm0125
Seagate Constellation ES.2,N/A,Seagate,3.5,SAS 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/VdLypg/seagate-internal-hard-drive-st32000646ss
Western Digital Caviar Blue,N/A,Western Digital,3.5,SATA 6.0 Gb/s,0.75,7200,32,https://pcpartpicker.com/product/H7Np99/western-digital-internal-hard-drive-wd7500aalx20pk
Hitachi Deskstar,N/A,Hitachi,3.5,SATA 3.0 Gb/s,3,5400,32,https://pcpartpicker.com/product/pzV48d/hitachi-internal-hard-drive-0s03228
Western Digital WD7500BFCX,N/A,Western Digital,2.5,SATA 6.0 Gb/s,0.75,5400,16,https://pcpartpicker.com/product/LQXfrH/western-digital-internal-hard-drive-wd7500bfcx
Seagate Enterprise NAS,N/A,Seagate,3.5,SATA 6.0 Gb/s,3,7200,128,https://pcpartpicker.com/product/yJ8H99/seagate-internal-hard-drive-st3000vn0011
Toshiba MK1661GSYN,N/A,Toshiba,2.5,SATA 3.0 Gb/s,0.16,7200,16,https://pcpartpicker.com/product/GNXfrH/toshiba-internal-hard-drive-mk1661gsyn
Seagate IronWolf Pro,N/A,Seagate,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/ZxTrxr/seagate-ironwolf-pro-6tb-35-7200rpm-internal-hard-drive-st6000ne0021
Seagate ST2000NX0323,N/A,Seagate,2.5,SAS 12.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/7kdFf7/seagate-internal-hard-drive-st2000nx0323
Western Digital Purple NV,N/A,Western Digital,3.5,SATA 6.0 Gb/s,6,5400,64,https://pcpartpicker.com/product/YP38TW/western-digital-internal-hard-drive-wd6npurx
Samsung Spinpoint M8,N/A,Samsung,2.5,SATA 3.0 Gb/s,0.25,5400,8,https://pcpartpicker.com/product/CdZQzy/samsung-internal-hard-drive-st250lm004
Seagate Constellation.2,N/A,Seagate,2.5,SAS 6.0 Gb/s,0.5,7200,64,https://pcpartpicker.com/product/BWQypg/seagate-internal-hard-drive-st9500621ss
Western Digital Black,N/A,Western Digital,2.5,SATA 6.0 Gb/s,0.16,7200,16,https://pcpartpicker.com/product/8Lzv6h/western-digital-internal-hard-drive-wd1600bekx
Hitachi Travelstar 5K500.B,N/A,Hitachi,2.5,SATA 3.0 Gb/s,0.16,5400,8,https://pcpartpicker.com/product/wKtCmG/hitachi-internal-hard-drive-0a57911
Seagate Momentus 7200 FDE.2,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/cjrG3C/seagate-internal-hard-drive-st9500421as
Seagate Constellation,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.16,7200,32,https://pcpartpicker.com/product/hZbp99/seagate-internal-hard-drive-st9160511ns
Seagate Momentus,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.32,7200,16,https://pcpartpicker.com/product/Hs3RsY/seagate-internal-hard-drive-st903203n3a1asrk
Hitachi Travelstar 5K500.B,$64.00 ,Hitachi,2.5,SATA 3.0 Gb/s,0.16,5400,8,https://pcpartpicker.com/product/pMW9TW/hitachi-internal-hard-drive-0y30081
Seagate Momentus 7200 FDE.2,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.25,7200,16,https://pcpartpicker.com/product/QxBv6h/seagate-internal-hard-drive-st9250411as
Hitachi 0Y30051,N/A,Hitachi,2.5,SATA 3.0 Gb/s,0.16,5400,8,https://pcpartpicker.com/product/Fyn2FT/hitachi-internal-hard-drive-0y30051
Seagate Momentus XT,$187.50+,Seagate,2.5,SATA 3.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/bZbp99/seagate-internal-hard-drive-st95005620as
Seagate Momentus,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/W7Np99/seagate-internal-hard-drive-st905003n3a1asrk
Seagate Momentus 7200.4,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.25,7200,16,https://pcpartpicker.com/product/4mMFf7/seagate-internal-hard-drive-st9250410as
Seagate Momentus 7200.4,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/cPphP6/seagate-internal-hard-drive-st9500420asg
Seagate Momentus 7200.4,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.25,7200,16,https://pcpartpicker.com/product/yRmLrH/seagate-internal-hard-drive-st250lt021
Seagate ST90250N1A1AS-RK,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.25,5400,8,https://pcpartpicker.com/product/dw4gXL/seagate-internal-hard-drive-st90250n1a1asrk
Hitachi 0S03364,N/A,Hitachi,3.5,SATA 6.0 Gb/s,4,5400,32,https://pcpartpicker.com/product/grx9TW/hitachi-internal-hard-drive-0s03364
Seagate Constellation.2,N/A,Seagate,2.5,SAS 6.0 Gb/s,0.5,7200,64,https://pcpartpicker.com/product/qXw323/seagate-internal-hard-drive-st9500620ss
Hitachi Deskstar 7K3000,N/A,Hitachi,3.5,SATA 6.0 Gb/s,1.5,7200,64,https://pcpartpicker.com/product/8qZQzy/hitachi-internal-hard-drive-hds723015bla642
Toshiba HDETS10,N/A,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,N/A,https://pcpartpicker.com/product/tM848d/toshiba-6-tb-35-7200rpm-internal-hard-drive-hdets10
Seagate Constellation ES,N/A,Seagate,3.5,SAS 6.0 Gb/s,0.5,7200,64,https://pcpartpicker.com/product/yHCwrH/seagate-internal-hard-drive-st500nm0021
Seagate Constellation ES,N/A,Seagate,3.5,SAS 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/9nxfrH/seagate-internal-hard-drive-st2000nm0041
Seagate Momentus 7200 FDE.2,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.16,7200,16,https://pcpartpicker.com/product/r8tCmG/seagate-internal-hard-drive-st9160418asg
Hitachi Travelstar,N/A,Hitachi,2.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/bYDwrH/hitachi-internal-hard-drive-h2ik5001672sp
Seagate Constellation ES.2,N/A,Seagate,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/PvXfrH/seagate-internal-hard-drive-st32000646ns
Samsung Spinpoint M,N/A,Samsung,2.5,SATA 1.5 Gb/s,0.16,5400,8,https://pcpartpicker.com/product/qfTmP6/samsung-internal-hard-drive-hm160hi
Samsung Spinpoint M8,N/A,Samsung,2.5,SATA 3.0 Gb/s,0.25,5400,8,https://pcpartpicker.com/product/GVkD4D/samsung-internal-hard-drive-hnm250mbbst250lm004
Seagate ST4000NM0044,N/A,Seagate,3.5,SATA 6.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/CkcMnQ/seagate-internal-hard-drive-st4000nm0044
Samsung Spinpoint M7E,N/A,Samsung,2.5,SATA 3.0 Gb/s,0.64,5400,8,https://pcpartpicker.com/product/vNdqqs/samsung-internal-hard-drive-st640lm000hm641ji
Seagate Enterprise Capacity,N/A,Seagate,3.5,SAS 12.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/gfvqqs/seagate-enterprise-capacity-8-tb-35-7200rpm-internal-hard-drive-st8000nm0135
Samsung Spinpoint M8,N/A,Samsung,2.5,SATA 3.0 Gb/s,0.64,5400,8,https://pcpartpicker.com/product/wjdqqs/samsung-internal-hard-drive-st640lm001hnm640mbb
Toshiba MK1656GSY,N/A,Toshiba,2.5,SATA 3.0 Gb/s,0.16,7200,16,https://pcpartpicker.com/product/TkQypg/toshiba-internal-hard-drive-mk1656gsy
Toshiba MK3265GSX,N/A,Toshiba,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/nRmLrH/toshiba-internal-hard-drive-mk3265gsx
Seagate ST2000NM0024,N/A,Seagate,3.5,SATA 6.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/knTrxr/seagate-internal-hard-drive-st2000nm0024
Toshiba PH3200U-1I72,N/A,Toshiba,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/N9kD4D/toshiba-internal-hard-drive-ph3200u1i72
Toshiba HDKBB97,N/A,Toshiba,2.5,SATA 3.0 Gb/s,0.75,5400,8,https://pcpartpicker.com/product/Gtzv6h/toshiba-internal-hard-drive-hdkbb97
Toshiba HDKPC08,N/A,Toshiba,3.5,SATA 3.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/M2JwrH/toshiba-internal-hard-drive-hdkpc08
Hitachi Ultrastar He8,N/A,Hitachi,3.5,SAS 12.0 Gb/s,8,7200,128,https://pcpartpicker.com/product/qhgPxr/hitachi-internal-hard-drive-huh728080al42010f23653
Seagate Momentus,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.75,5400,16,https://pcpartpicker.com/product/vJ3RsY/seagate-internal-hard-drive-st9750423as
Toshiba PH3600U-1I72,N/A,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/Fb8H99/toshiba-internal-hard-drive-ph3600u1i72
Hitachi Ultrastar He8,N/A,Hitachi,3.5,SATA 6.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/9whj4D/hitachi-internal-hard-drive-huh728060ale6040f23669
Hitachi Ultrastar 7K6000,N/A,Hitachi,3.5,SAS 12.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/7skwrH/hitachi-internal-hard-drive-hus726020al52100f22799
Western Digital AV-GP,$144.99+,Western Digital,3.5,SATA 3.0 Gb/s,3,5400,64,https://pcpartpicker.com/product/VkQypg/western-digital-internal-hard-drive-wd30eurs
Seagate Enterprise Capacity,N/A,Seagate,3.5,SAS 12.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/NrKcCJ/seagate-enterprise-capacity-2-tb-35-7200rpm-internal-hard-drive-st2000nm0045
Samsung ST250DM001/HD253GJ,N/A,Samsung,3.5,SATA 3.0 Gb/s,0.25,7200,16,https://pcpartpicker.com/product/ZKvRsY/samsung-internal-hard-drive-st250dm001hd253gj
Seagate Enterprise Capacity,N/A,Seagate,3.5,SAS 12.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/GyhKHx/seagate-enterprise-capacity-8-tb-35-7200rpm-internal-hard-drive-st2000nm0115
Seagate Enterprise Capacity,N/A,Seagate,3.5,SATA 6.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/MjTPxr/seagate-enterprise-capacity-8-tb-35-7200rpm-internal-hard-drive-st2000nm0125
Toshiba PH2050U-1I54,N/A,Toshiba,2.5,SATA 6.0 Gb/s,0.5,5400,8,https://pcpartpicker.com/product/vkphP6/toshiba-internal-hard-drive-ph2050u1i54
Western Digital RE,N/A,Western Digital,3.5,SATA 6.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/7ykwrH/western-digital-internal-hard-drive-wd6001f9yz
Toshiba Slim L200,N/A,Toshiba,2.5,SATA 6.0 Gb/s,0.5,5400,8,https://pcpartpicker.com/product/tcNgXL/toshiba-slim-l200-500-gb-25-5400rpm-internal-hard-drive-hdwk105uzsva
Western Digital WDBMYH5000ANC-NRSN,N/A,Western Digital,2.5,SATA 3.0 Gb/s,0.5,5400,8,https://pcpartpicker.com/product/kg2kcf/western-digital-internal-hard-drive-wdbmyh5000ancnrsn
Hitachi 0F10942,N/A,Hitachi,3.5,SATA 6.0 Gb/s,2,7200,32,https://pcpartpicker.com/product/FVL48d/hitachi-2tb-35-7200rpm-internal-hard-drive-0f10942
Toshiba MK2576GSX dup,N/A,Toshiba,2.5,SATA 3.0 Gb/s,0.25,5400,8,https://pcpartpicker.com/product/9YkD4D/toshiba-internal-hard-drive-mk2576gsxdup
Seagate Constellation Product Series:ES.3,$199.00+,Seagate,3.5,SAS 6.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/MT8Zxr/seagate-internal-hard-drive-st4000nm0043
Seagate ST320LT030,N/A,Seagate,2.5,SATA 6.0 Gb/s,0.32,5400,16,https://pcpartpicker.com/product/wkFPxr/seagate-internal-hard-drive-st320lt030
Seagate Enterprise Capacity,N/A,Seagate,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/v9smP6/seagate-8-tb-35-7200rpm-internal-hard-drive-st8000nm0016
Western Digital Xe,N/A,Western Digital,2.5,SAS 6.0 Gb/s,0.9,10000,32,https://pcpartpicker.com/product/P6vRsY/western-digital-internal-hard-drive-wd9001bkhg40pk
Seagate Constellation CS ISE,N/A,Seagate,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/Kmw323/seagate-internal-hard-drive-st2000nc000
Seagate Constellation.2,N/A,Seagate,2.5,SATA 6.0 Gb/s,0.25,7200,64,https://pcpartpicker.com/product/4fQypg/seagate-internal-hard-drive-st9250611ns
Hitachi Deskstar NAS,N/A,Hitachi,3.5,SATA 6.0 Gb/s,5,7200,128,https://pcpartpicker.com/product/zqqbt6/hitachi-internal-hard-drive-0s03835
Seagate Constellation ES.2,N/A,Seagate,3.5,SAS 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/hMkD4D/seagate-internal-hard-drive-st33000651ss
Toshiba MBF230LRC,N/A,Toshiba,3.5,SAS 6.0 Gb/s,0.3,10000,16,https://pcpartpicker.com/product/rKvRsY/toshiba-internal-hard-drive-mbf230lrc
Hitachi He6,,,,,,,,https://pcpartpicker.com/product/3wMFf7/hitachi-internal-hard-drive-0f18370
Hitachi He6,N/A,Hitachi,3.5,SAS 6.0 Gb/s,6,7200,64,https://pcpartpicker.com/product/RLrcCJ/hitachi-internal-hard-drive-hus726060als640
Samsung Spinpoint M8,N/A,Samsung,2.5,SATA 3.0 Gb/s,0.16,5400,8,https://pcpartpicker.com/product/pbMFf7/samsung-internal-hard-drive-hnm160mbb
Hitachi Ultrastar He10,N/A,Hitachi,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/DX8j4D/hitachi-ultrastar-he10-8-tb-35-7200rpm-internal-hard-drive-0f27613
Seagate SkyHawk AI,N/A,Seagate,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/CQ3H99/seagate-skyhawk-ai-6-tb-35-7200rpm-internal-hard-drive-st6000ve001
Western Digital AV-25,N/A,Western Digital,2.5,SATA 3.0 Gb/s,0.25,5400,32,https://pcpartpicker.com/product/Dx3RsY/western-digital-internal-hard-drive-wd2500budt50pk
Seagate Constellation ES,N/A,Seagate,3.5,SATA 6.0 Gb/s,0.5,7200,64,https://pcpartpicker.com/product/W3TmP6/seagate-internal-hard-drive-st500nm0011
Hitachi Travelstar 5K500.B,N/A,Hitachi,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/9rFPxr/hitachi-internal-hard-drive-0a57913
Hitachi Travelstar 7K750,N/A,Hitachi,2.5,SATA 3.0 Gb/s,0.75,7200,16,https://pcpartpicker.com/product/8rFPxr/hitachi-internal-hard-drive-h2ik7501672sp
Seagate EXOS Enterprise,N/A,Seagate,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/GcH8TW/seagate-exos-enterprise-6-tb-35-7200rpm-internal-hard-drive-st6000nm002a
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 6.0 Gb/s,0.75,5400,64,https://pcpartpicker.com/product/DqFPxr/western-digital-internal-hard-drive-wd7500aarx
Seagate ST2000NX0353,N/A,Seagate,2.5,SAS 12.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/s3tWGX/seagate-internal-hard-drive-st2000nx0353
Hitachi Travelstar Z5K320,N/A,Hitachi,2.5,SATA 3.0 Gb/s,0.25,5400,8,https://pcpartpicker.com/product/bLQypg/hitachi-internal-hard-drive-hts543225a7a384
Hitachi Ultrastar C10K900,N/A,Hitachi,2.5,SAS 6.0 Gb/s,0.45,10000,64,https://pcpartpicker.com/product/qZfmP6/hitachi-internal-hard-drive-huc109045css6000b26012
Hitachi Deskstar,N/A,Hitachi,3.5,SATA 3.0 Gb/s,2,7200,32,https://pcpartpicker.com/product/bpckcf/hitachi-internal-hard-drive-h3ik20003272sp
Seagate Momentus 5400.6,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/Xfbp99/seagate-internal-hard-drive-st320lt022
Seagate Enterprise,N/A,Seagate,3.5,SAS 12.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/33fp99/seagate-internal-hard-drive-st6000nm0054
